date_purchased,gender,total_purchases
2001-10-01,male,126
2001-10-02,female,67
2001-10-02,male,72
2001-10-03,female,131
2001-10-03,male,113
2001-10-04,female,155
2001-10-04,male,135
2001-10-05,female,156
2001-10-05,male,163
2001-10-06,female,158
2001-10-06,male,156
2001-10-07,female,23
2001-10-07,male,20
2001-10-08,female,178
2001-10-08,male,205
2001-10-09,female,124
2001-10-09,male,127
2001-10-10,female,28
2001-10-10,male,34
2001-10-11,female,103
2001-10-11,male,108
2001-10-12,female,9
2001-10-12,male,19
2001-10-13,female,254
2001-10-13,male,245
2001-10-14,female,38
2001-10-14,male,43
2001-10-15,female,84
2001-10-15,male,71
2001-10-16,female,268
2001-10-16,male,307
2001-10-17,female,301
2001-10-17,male,326
2001-10-18,female,9
2001-10-18,male,9
2001-10-19,female,30
2001-10-19,male,43
2001-10-20,female,84
2001-10-20,male,77
2001-10-21,female,349
2001-10-21,male,358
2001-10-22,female,68
2001-10-22,male,76
2001-10-23,female,16
2001-10-23,male,18
2001-10-24,female,31
2001-10-24,male,43
2001-10-25,female,10
2001-10-25,male,16
2001-10-26,female,550
2001-10-26,male,587
2001-10-27,female,24
2001-10-27,male,18
2001-10-28,female,23
2001-10-28,male,15
2001-10-29,female,118
2001-10-29,male,111
2001-10-30,female,46
2001-10-30,male,42
2001-10-31,female,186
2001-10-31,male,176
2001-11-01,female,5
2001-11-01,male,6
2001-11-02,female,28
2001-11-02,male,25
2001-11-03,female,23
2001-11-03,male,21
2001-11-04,female,97
2001-11-04,male,86
2001-11-05,female,45
2001-11-05,male,36
2001-11-06,female,86
2001-11-06,male,88
2001-11-07,female,45
2001-11-07,male,55
2001-11-08,female,5
2001-11-08,male,8
2001-11-09,female,144
2001-11-09,male,190
2001-11-10,female,22
2001-11-10,male,17
2001-11-11,female,252
2001-11-11,male,272
2001-11-12,female,1
2001-11-12,male,2
2001-11-13,female,55
2001-11-13,male,64
2001-11-14,female,87
2001-11-14,male,87
2001-11-15,female,158
2001-11-15,male,190
2001-11-16,female,5
2001-11-16,male,13
2001-11-17,female,65
2001-11-17,male,67
2001-11-18,female,14
2001-11-18,male,15
2001-11-19,female,289
2001-11-19,male,368
2001-11-20,female,120
2001-11-20,male,111
2001-11-21,female,20
2001-11-21,male,16
2001-11-22,female,205
2001-11-22,male,188
2001-11-23,female,213
2001-11-23,male,214
2001-11-24,female,3
2001-11-24,male,1
2001-11-25,female,97
2001-11-25,male,72
2001-11-26,female,160
2001-11-26,male,172
2001-11-27,female,97
2001-11-27,male,82
2001-11-28,female,6
2001-11-28,male,6
2001-11-29,female,26
2001-11-29,male,26
2001-11-30,female,170
2001-11-30,male,175
2001-12-01,female,2
2001-12-01,male,6
2001-12-02,female,19
2001-12-02,male,31
2001-12-03,female,2
2001-12-03,male,2
2001-12-04,female,143
2001-12-04,male,155
2001-12-05,female,21
2001-12-05,male,18
2001-12-06,female,138
2001-12-06,male,139
2001-12-07,female,258
2001-12-07,male,279
2001-12-08,female,4
2001-12-08,male,1
2001-12-09,female,95
2001-12-09,male,108
2001-12-10,female,23
2001-12-10,male,25
2001-12-11,female,129
2001-12-11,male,130
2001-12-12,female,85
2001-12-12,male,82
2001-12-13,female,14
2001-12-13,male,12
2001-12-14,female,4
2001-12-14,male,1
2001-12-15,female,115
2001-12-15,male,119
2001-12-16,female,100
2001-12-16,male,100
2001-12-17,female,262
2001-12-17,male,285
2001-12-18,female,2
2001-12-18,male,3
2001-12-19,female,39
2001-12-19,male,51
2001-12-20,female,25
2001-12-20,male,24
2001-12-21,female,44
2001-12-21,male,51
2001-12-22,female,266
2001-12-22,male,289
2001-12-23,female,60
2001-12-23,male,60
2001-12-24,female,197
2001-12-24,male,195
2001-12-25,female,24
2001-12-25,male,26
2001-12-26,female,33
2001-12-26,male,32
2001-12-27,female,128
2001-12-27,male,144
2001-12-28,female,187
2001-12-28,male,177
2001-12-29,female,37
2001-12-29,male,41
2001-12-30,female,178
2001-12-30,male,217
2001-12-31,female,111
2001-12-31,male,115
2002-01-01,female,41
2002-01-01,male,43
2002-01-02,female,72
2002-01-02,male,71
2002-01-03,female,167
2002-01-03,male,135
2002-01-04,female,316
2002-01-04,male,316
2002-01-05,female,54
2002-01-05,male,57
2002-01-06,female,17
2002-01-06,male,34
2002-01-07,female,415
2002-01-07,male,436
2002-01-08,male,2
2002-01-09,female,70
2002-01-09,male,98
2002-01-10,female,151
2002-01-10,male,175
2002-01-11,female,90
2002-01-11,male,101
2002-01-12,female,30
2002-01-12,male,45
2002-01-13,female,17
2002-01-13,male,28
2002-01-14,female,65
2002-01-14,male,61
2002-01-15,female,214
2002-01-15,male,229
2002-01-16,female,16
2002-01-16,male,15
2002-01-17,female,15
2002-01-17,male,11
2002-01-18,female,144
2002-01-18,male,146
2002-01-19,female,351
2002-01-19,male,383
2002-01-20,female,144
2002-01-20,male,152
2002-01-21,female,13
2002-01-21,male,11
2002-01-22,female,274
2002-01-22,male,258
2002-01-23,female,273
2002-01-23,male,319
2002-01-24,female,248
2002-01-24,male,260
2002-01-25,female,183
2002-01-25,male,201
2002-01-26,female,457
2002-01-26,male,505
2002-01-27,female,55
2002-01-27,male,60
2002-01-28,female,339
2002-01-28,male,357
2002-01-29,female,224
2002-01-29,male,239
2002-01-30,female,41
2002-01-30,male,45
2002-01-31,female,163
2002-01-31,male,208
2002-02-01,female,97
2002-02-01,male,123
2002-02-02,female,118
2002-02-02,male,129
2002-02-03,female,175
2002-02-03,male,203
2002-02-04,female,165
2002-02-04,male,184
2002-02-05,female,41
2002-02-05,male,48
2002-02-06,female,15
2002-02-06,male,16
2002-02-07,female,4
2002-02-07,male,4
2002-02-08,female,20
2002-02-08,male,22
2002-02-09,female,154
2002-02-09,male,161
2002-02-10,female,1
2002-02-11,female,195
2002-02-11,male,229
2002-02-12,female,16
2002-02-12,male,33
2002-02-13,female,87
2002-02-13,male,75
2002-02-14,female,180
2002-02-14,male,205
2002-02-15,female,44
2002-02-15,male,45
2002-02-16,female,11
2002-02-16,male,7
2002-02-17,female,81
2002-02-17,male,100
2002-02-18,female,10
2002-02-18,male,4
2002-02-19,female,47
2002-02-19,male,53
2002-02-20,female,57
2002-02-20,male,58
2002-02-21,female,93
2002-02-21,male,86
2002-02-22,female,34
2002-02-22,male,34
2002-02-23,female,6
2002-02-23,male,6
2002-02-24,female,59
2002-02-24,male,54
2002-02-25,female,138
2002-02-25,male,171
2002-02-26,female,50
2002-02-26,male,44
2002-02-27,female,170
2002-02-27,male,172
2002-02-28,female,189
2002-02-28,male,191
2002-03-01,female,87
2002-03-01,male,104
2002-03-02,female,145
2002-03-02,male,142
2002-03-03,female,72
2002-03-03,male,86
2002-03-04,female,77
2002-03-04,male,70
2002-03-05,female,12
2002-03-05,male,12
2002-03-06,female,30
2002-03-06,male,24
2002-03-07,female,126
2002-03-07,male,123
2002-03-08,female,246
2002-03-08,male,209
2002-03-09,female,82
2002-03-09,male,70
2002-03-10,female,12
2002-03-10,male,16
2002-03-11,female,32
2002-03-11,male,43
2002-03-12,female,79
2002-03-12,male,71
2002-03-13,female,313
2002-03-13,male,320
2002-03-14,female,82
2002-03-14,male,86
2002-03-15,female,18
2002-03-15,male,21
2002-03-16,female,43
2002-03-16,male,47
2002-03-17,female,120
2002-03-17,male,123
2002-03-18,female,12
2002-03-18,male,22
2002-03-19,female,68
2002-03-19,male,79
2002-03-20,female,255
2002-03-20,male,240
2002-03-21,female,87
2002-03-21,male,96
2002-03-22,female,22
2002-03-22,male,20
2002-03-23,female,84
2002-03-23,male,104
2002-03-24,female,6
2002-03-24,male,9
2002-03-25,female,6
2002-03-25,male,7
2002-03-26,female,164
2002-03-26,male,173
2002-03-27,female,187
2002-03-27,male,193
2002-03-28,female,133
2002-03-28,male,120
2002-03-29,female,92
2002-03-29,male,104
2002-03-30,female,115
2002-03-30,male,105
2002-03-31,female,14
2002-03-31,male,11
2002-04-01,female,55
2002-04-01,male,55
2002-04-02,female,69
2002-04-02,male,63
2002-04-03,female,69
2002-04-03,male,89
2002-04-04,female,28
2002-04-04,male,30
2002-04-05,female,53
2002-04-05,male,60
2002-04-06,female,85
2002-04-06,male,70
2002-04-07,female,145
2002-04-07,male,204
2002-04-08,female,51
2002-04-08,male,85
2002-04-09,female,25
2002-04-09,male,40
2002-04-10,female,345
2002-04-10,male,356
2002-04-11,female,1
2002-04-11,male,2
2002-04-12,female,335
2002-04-12,male,373
2002-04-13,female,139
2002-04-13,male,142
2002-04-14,female,6
2002-04-14,male,7
2002-04-15,female,344
2002-04-15,male,364
2002-04-16,female,35
2002-04-16,male,30
2002-04-17,female,128
2002-04-17,male,143
2002-04-18,female,213
2002-04-18,male,228
2002-04-19,female,44
2002-04-19,male,39
2002-04-20,female,246
2002-04-20,male,246
2002-04-21,female,21
2002-04-21,male,31
2002-04-22,female,193
2002-04-22,male,203
2002-04-23,female,126
2002-04-23,male,120
2002-04-24,female,5
2002-04-24,male,2
2002-04-25,female,90
2002-04-25,male,110
2002-04-26,female,52
2002-04-26,male,59
2002-04-27,female,49
2002-04-27,male,64
2002-04-28,female,152
2002-04-28,male,162
2002-04-29,female,150
2002-04-29,male,119
2002-04-30,female,145
2002-04-30,male,179
2002-05-01,female,8
2002-05-01,male,12
2002-05-02,female,73
2002-05-02,male,81
2002-05-03,female,13
2002-05-03,male,18
2002-05-04,female,138
2002-05-04,male,149
2002-05-05,female,60
2002-05-05,male,93
2002-05-06,female,18
2002-05-06,male,20
2002-05-07,female,17
2002-05-07,male,13
2002-05-08,female,123
2002-05-08,male,131
2002-05-09,female,36
2002-05-09,male,45
2002-05-10,female,10
2002-05-10,male,13
2002-05-11,female,190
2002-05-11,male,188
2002-05-12,female,192
2002-05-12,male,175
2002-05-13,female,12
2002-05-13,male,17
2002-05-14,female,62
2002-05-14,male,61
2002-05-15,female,127
2002-05-15,male,151
2002-05-16,female,23
2002-05-16,male,26
2002-05-17,female,42
2002-05-17,male,45
2002-05-18,female,326
2002-05-18,male,364
2002-05-19,female,93
2002-05-19,male,104
2002-05-20,female,318
2002-05-20,male,370
2002-05-21,female,11
2002-05-21,male,11
2002-05-22,female,54
2002-05-22,male,91
2002-05-23,female,34
2002-05-23,male,33
2002-05-24,female,94
2002-05-24,male,80
2002-05-25,female,3
2002-05-25,male,2
2002-05-26,female,186
2002-05-26,male,204
2002-05-27,female,14
2002-05-27,male,17
2002-05-28,female,69
2002-05-28,male,68
2002-05-29,female,28
2002-05-29,male,23
2002-05-30,female,15
2002-05-30,male,9
2002-05-31,female,133
2002-05-31,male,184
2002-06-01,female,27
2002-06-01,male,39
2002-06-02,female,134
2002-06-02,male,142
2002-06-03,female,43
2002-06-03,male,41
2002-06-04,female,31
2002-06-04,male,37
2002-06-05,female,9
2002-06-05,male,13
2002-06-06,female,31
2002-06-06,male,43
2002-06-07,female,46
2002-06-07,male,47
2002-06-08,female,225
2002-06-08,male,216
2002-06-09,female,56
2002-06-09,male,61
2002-06-10,female,92
2002-06-10,male,108
2002-06-11,female,102
2002-06-11,male,102
2002-06-12,female,54
2002-06-12,male,59
2002-06-13,female,109
2002-06-13,male,127
2002-06-14,female,305
2002-06-14,male,344
2002-06-15,female,41
2002-06-15,male,53
2002-06-16,female,125
2002-06-16,male,139
2002-06-17,female,11
2002-06-17,male,12
2002-06-18,female,10
2002-06-18,male,20
2002-06-19,female,63
2002-06-19,male,67
2002-06-20,female,18
2002-06-20,male,19
2002-06-21,female,7
2002-06-21,male,16
2002-06-22,female,35
2002-06-22,male,36
2002-06-23,female,23
2002-06-23,male,32
2002-06-24,female,136
2002-06-24,male,142
2002-06-25,female,311
2002-06-25,male,283
2002-06-26,female,203
2002-06-26,male,213
2002-06-27,female,97
2002-06-27,male,95
2002-06-28,female,249
2002-06-28,male,252
2002-06-29,female,121
2002-06-29,male,124
2002-06-30,female,7
2002-06-30,male,18
2002-07-01,female,53
2002-07-01,male,46
2002-07-02,female,250
2002-07-02,male,245
2002-07-03,female,104
2002-07-03,male,95
2002-07-04,female,111
2002-07-04,male,109
2002-07-05,female,93
2002-07-05,male,110
2002-07-06,female,79
2002-07-06,male,66
2002-07-07,female,127
2002-07-07,male,134
2002-07-08,female,86
2002-07-08,male,125
2002-07-09,female,281
2002-07-09,male,316
2002-07-10,female,35
2002-07-10,male,35
2002-07-11,female,131
2002-07-11,male,124
2002-07-12,female,65
2002-07-12,male,70
2002-07-13,female,32
2002-07-13,male,33
2002-07-14,female,197
2002-07-14,male,214
2002-07-15,female,126
2002-07-15,male,111
2002-07-16,female,103
2002-07-16,male,101
2002-07-17,female,155
2002-07-17,male,161
2002-07-18,female,48
2002-07-18,male,40
2002-07-19,female,90
2002-07-19,male,83
2002-07-20,female,143
2002-07-20,male,133
2002-07-21,female,28
2002-07-21,male,41
2002-07-22,female,38
2002-07-22,male,59
2002-07-23,female,63
2002-07-23,male,56
2002-07-24,male,2
2002-07-25,female,73
2002-07-25,male,56
2002-07-26,female,380
2002-07-26,male,394
2002-07-27,female,74
2002-07-27,male,74
2002-07-28,female,19
2002-07-28,male,22
2002-07-29,female,127
2002-07-29,male,172
2002-07-30,female,92
2002-07-30,male,97
2002-07-31,female,1
2002-08-01,female,28
2002-08-01,male,30
2002-08-02,female,122
2002-08-02,male,118
2002-08-03,female,10
2002-08-03,male,22
2002-08-04,female,19
2002-08-04,male,16
2002-08-05,female,70
2002-08-05,male,59
2002-08-06,female,41
2002-08-06,male,34
2002-08-07,female,224
2002-08-07,male,237
2002-08-08,female,237
2002-08-08,male,242
2002-08-09,female,35
2002-08-09,male,41
2002-08-10,female,251
2002-08-10,male,260
2002-08-11,female,55
2002-08-11,male,43
2002-08-12,female,48
2002-08-12,male,63
2002-08-13,female,102
2002-08-13,male,124
2002-08-14,female,33
2002-08-14,male,52
2002-08-15,female,73
2002-08-15,male,80
2002-08-16,female,369
2002-08-16,male,415
2002-08-17,female,119
2002-08-17,male,81
2002-08-18,female,75
2002-08-18,male,48
2002-08-19,female,33
2002-08-19,male,28
2002-08-20,female,36
2002-08-20,male,33
2002-08-21,female,23
2002-08-21,male,24
2002-08-22,female,48
2002-08-22,male,47
2002-08-23,female,86
2002-08-23,male,88
2002-08-24,male,1
2002-08-25,female,147
2002-08-25,male,148
2002-08-26,female,43
2002-08-26,male,45
2002-08-27,female,88
2002-08-27,male,93
2002-08-28,female,7
2002-08-28,male,12
2002-08-29,female,7
2002-08-29,male,4
2002-08-30,female,449
2002-08-30,male,472
2002-08-31,female,97
2002-08-31,male,100
2002-09-01,female,66
2002-09-01,male,62
2002-09-02,female,140
2002-09-02,male,174
2002-09-03,female,70
2002-09-03,male,96
2002-09-04,female,14
2002-09-04,male,27
2002-09-05,female,47
2002-09-05,male,61
2002-09-06,female,7
2002-09-06,male,7
2002-09-07,female,8
2002-09-07,male,8
2002-09-08,female,17
2002-09-08,male,15
2002-09-09,female,61
2002-09-09,male,63
2002-09-10,female,65
2002-09-10,male,49
2002-09-11,female,90
2002-09-11,male,86
2002-09-12,female,7
2002-09-12,male,6
2002-09-13,female,430
2002-09-13,male,498
2002-09-14,female,12
2002-09-14,male,15
2002-09-15,female,246
2002-09-15,male,276
2002-09-16,female,265
2002-09-16,male,254
2002-09-17,female,29
2002-09-17,male,19
2002-09-18,female,27
2002-09-18,male,39
2002-09-19,female,269
2002-09-19,male,302
2002-09-20,female,42
2002-09-20,male,54
2002-09-21,female,113
2002-09-21,male,98
2002-09-22,female,4
2002-09-22,male,1
2002-09-23,female,263
2002-09-23,male,300
2002-09-24,female,23
2002-09-24,male,32
2002-09-25,female,29
2002-09-25,male,32
2002-09-26,female,133
2002-09-26,male,105
2002-09-27,female,79
2002-09-27,male,64
2002-09-28,female,110
2002-09-28,male,105
2002-09-29,female,135
2002-09-29,male,150
2002-09-30,female,433
2002-09-30,male,397
2002-10-01,female,53
2002-10-01,male,54
2002-10-02,female,18
2002-10-02,male,21
2002-10-03,female,58
2002-10-03,male,72
2002-10-04,female,60
2002-10-04,male,59
2002-10-05,female,27
2002-10-05,male,30
2002-10-06,female,20
2002-10-06,male,18
2002-10-07,female,5
2002-10-07,male,2
2002-10-08,female,87
2002-10-08,male,77
2002-10-09,female,217
2002-10-09,male,231
2002-10-10,female,60
2002-10-10,male,58
2002-10-11,female,10
2002-10-11,male,10
2002-10-12,female,16
2002-10-12,male,15
2002-10-13,female,116
2002-10-13,male,131
2002-10-14,female,214
2002-10-14,male,203
2002-10-15,female,34
2002-10-15,male,32
2002-10-16,female,104
2002-10-16,male,92
2002-10-17,female,29
2002-10-17,male,34
2002-10-18,female,200
2002-10-18,male,234
2002-10-19,female,9
2002-10-19,male,3
2002-10-20,female,279
2002-10-20,male,245
2002-10-21,female,9
2002-10-21,male,7
2002-10-22,female,193
2002-10-22,male,154
2002-10-23,female,113
2002-10-23,male,118
2002-10-24,female,18
2002-10-24,male,13
2002-10-25,female,126
2002-10-25,male,118
2002-10-26,female,67
2002-10-26,male,66
2002-10-27,female,15
2002-10-27,male,19
2002-10-28,female,9
2002-10-28,male,9
2002-10-29,female,13
2002-10-29,male,8
2002-10-30,female,20
2002-10-30,male,22
2002-10-31,female,64
2002-10-31,male,72
2002-11-01,female,70
2002-11-01,male,80
2002-11-02,female,301
2002-11-02,male,299
2002-11-03,female,31
2002-11-03,male,41
2002-11-04,female,87
2002-11-04,male,113
2002-11-05,female,13
2002-11-05,male,13
2002-11-06,female,101
2002-11-06,male,83
2002-11-07,female,60
2002-11-07,male,51
2002-11-08,female,45
2002-11-08,male,43
2002-11-09,female,52
2002-11-09,male,39
2002-11-10,female,12
2002-11-10,male,6
2002-11-11,female,74
2002-11-11,male,83
2002-11-12,female,86
2002-11-12,male,68
2002-11-13,female,198
2002-11-13,male,205
2002-11-14,female,113
2002-11-14,male,119
2002-11-15,female,117
2002-11-15,male,130
2002-11-16,female,74
2002-11-16,male,55
2002-11-17,female,313
2002-11-17,male,349
2002-11-18,female,23
2002-11-18,male,19
2002-11-19,female,12
2002-11-19,male,10
2002-11-20,female,81
2002-11-20,male,77
2002-11-21,female,178
2002-11-21,male,203
2002-11-22,female,37
2002-11-22,male,37
2002-11-23,female,85
2002-11-23,male,104
2002-11-24,female,26
2002-11-24,male,17
2002-11-25,female,453
2002-11-25,male,437
2002-11-26,female,366
2002-11-26,male,338
2002-11-27,female,215
2002-11-27,male,207
2002-11-28,female,3
2002-11-28,male,4
2002-11-29,female,59
2002-11-29,male,49
2002-11-30,female,371
2002-11-30,male,386
2002-12-01,female,123
2002-12-01,male,136
2002-12-02,female,6
2002-12-02,male,6
2002-12-03,female,8
2002-12-03,male,4
2002-12-04,female,186
2002-12-04,male,186
2002-12-05,female,6
2002-12-05,male,9
2002-12-06,female,5
2002-12-06,male,6
2002-12-07,female,219
2002-12-07,male,227
2002-12-08,female,16
2002-12-08,male,18
2002-12-09,female,23
2002-12-09,male,31
2002-12-10,female,130
2002-12-10,male,139
2002-12-11,female,62
2002-12-11,male,71
2002-12-12,female,310
2002-12-12,male,338
2002-12-13,female,73
2002-12-13,male,95
2002-12-14,female,296
2002-12-14,male,284
2002-12-15,female,44
2002-12-15,male,48
2002-12-16,female,96
2002-12-16,male,93
2002-12-17,female,56
2002-12-17,male,72
2002-12-18,female,23
2002-12-18,male,26
2002-12-19,female,71
2002-12-19,male,64
2002-12-20,female,42
2002-12-20,male,68
2002-12-21,female,51
2002-12-21,male,65
2002-12-22,female,45
2002-12-22,male,68
2002-12-23,female,75
2002-12-23,male,92
2002-12-24,female,32
2002-12-24,male,34
2002-12-25,female,42
2002-12-25,male,42
2002-12-26,female,75
2002-12-26,male,72
2002-12-27,female,66
2002-12-27,male,77
2002-12-28,female,91
2002-12-28,male,102
2002-12-29,female,10
2002-12-29,male,16
2002-12-30,female,61
2002-12-30,male,52
2002-12-31,female,68
2002-12-31,male,66
2003-01-01,female,267
2003-01-01,male,272
2003-01-02,female,21
2003-01-02,male,27
2003-01-03,female,302
2003-01-03,male,306
2003-01-04,female,62
2003-01-04,male,61
2003-01-05,female,27
2003-01-05,male,32
2003-01-06,female,7
2003-01-06,male,7
2003-01-07,female,54
2003-01-07,male,69
2003-01-08,female,123
2003-01-08,male,152
2003-01-09,female,86
2003-01-09,male,78
2003-01-10,female,53
2003-01-10,male,92
2003-01-11,female,522
2003-01-11,male,550
2003-01-12,female,29
2003-01-12,male,31
2003-01-13,female,38
2003-01-13,male,23
2003-01-14,female,106
2003-01-14,male,123
2003-01-15,female,46
2003-01-15,male,39
2003-01-16,female,387
2003-01-16,male,450
2003-01-17,female,5
2003-01-17,male,7
2003-01-18,female,140
2003-01-18,male,155
2003-01-19,female,19
2003-01-19,male,31
2003-01-20,female,143
2003-01-20,male,148
2003-01-21,female,68
